id,date,indicator,z_value,direction,fwd_ret_1d,fwd_ret_3d,fwd_ret_5d
SPX,2026-03-17,lev_net,1.9616823407530464,1,-0.013607567880073446,-0.03121010411680436,-0.02378165424799006
SPX,2026-03-17,oi_chg_w,1.9993541613042054,1,-0.013607567880073446,-0.03121010411680436,-0.02378165424799006
NDX,2026-03-16,asset_mgr_net,-1.820254278973976,-1,0.005073143542846159,-0.012170205268984158,-0.018930990323312025
SPX,2026-03-16,lev_net,1.7877648330369493,1,0.0024942548757938,-0.013865409942763751,-0.017670274694559063
KOSPI200,2026-03-13,basis_bp,-1.7348173570011691,-1,0.01709864317960963,0.09304614173422077,0.06097695988584517
NDX,2026-03-13,asset_mgr_net,-1.9089243627003645,-1,0.011263377664257446,0.0018194440505734377,-0.01979350367469701
SPX,2026-03-13,lev_net,1.8476565144617494,1,0.010130883162251969,-0.001129302109849073,-0.018954517594959808
NDX,2026-03-12,asset_mgr_net,-2.0080263275110597,-1,-0.006230220330186831,0.01006130548268791,-0.007267621793566881
SPX,2026-03-12,lev_net,1.9388088776076042,1,-0.006059115470564369,0.00651464129518331,-0.009910632053241164
KOSPI200,2026-03-11,basis_bp,2.1472415958844318,1,-0.00784125651939327,-0.008656555362388296,0.06536778370601293
NDX,2026-03-11,asset_mgr_net,-2.1193804160451077,-1,-0.01728137467400659,-0.01240415785061666,-0.021627066319774957
SPX,2026-03-11,lev_net,2.040464135218713,1,-0.015227676506708532,-0.011278361828537586,-0.022299892814198752
KOSPI200,2026-03-10,oi_chg_w,-3.6139301173179033,-1,0.013401861437146056,-0.012259726373599733,0.021712716580398972
NDX,2026-03-10,asset_mgr_net,-2.245992953188362,-1,0.00034215825633276964,-0.023069777823308435,-0.007054314023174579
SPX,2026-03-10,lev_net,2.155012952719488,1,-0.0008376012017449197,-0.02201437436849596,-0.009642458122279929
KOSPI200,2026-03-09,asset_mgr_net,-1.5745941359508275,-1,0.06153667565231968,0.06732790754665885,0.0664508390192311
KOSPI200,2026-03-09,basis_bp,-2.097724768557832,-1,0.06153667565231968,0.06732790754665885,0.0664508390192311
KOSPI200,2026-03-09,lev_net,-1.6018891289779975,-1,0.06153667565231968,0.06732790754665885,0.0664508390192311
NDX,2026-03-09,asset_mgr_net,-1.7718642808920348,-1,-0.00043173745106084294,-0.017369550986792714,-0.01249277178103314
SPX,2026-03-09,asset_mgr_net,1.5259068129396636,1,-0.0021351198877325173,-0.018153368814963544,-0.014215787284954096
NDX,2026-03-06,asset_mgr_net,-1.8568458947590767,-1,0.013157091741084814,0.013066184278541115,-0.010643543992950644
SPX,2026-03-06,asset_mgr_net,1.577989735053482,1,0.008304161513105202,0.005308557697539129,-0.015998480392124925
KOSPI200,2026-03-05,asset_mgr_net,-1.8484500591087871,-1,-0.002875291739852237,-0.00986501768484882,-0.004463318976925534
KOSPI200,2026-03-05,basis_bp,-5.305519287713803,-1,-0.002875291739852237,-0.00986501768484882,-0.004463318976925534
NDX,2026-03-05,asset_mgr_net,-1.9468343386122373,-1,-0.015083310890718127,-0.002555491805518173,-0.019457318048936578
SPX,2026-03-05,asset_mgr_net,1.643939651166399,1,-0.013276795812569242,-0.007207154270973182,-0.02314398424966979
KOSPI200,2026-03-04,basis_bp,2.5884150307793656,1,0.09834960821363925,0.024471782132427622,0.10208908680082973
